dept_id,univ_id,department,學群,學類,category_id
008352,008,商業設計學系商業設計組,建築與設計學群,商業設計學類,0807
008362,008,商業設計學系產品設計組乙類,建築與設計學群,工業設計學類,0805
008372,008,地景建築學系,建築與設計學群,景觀與空間設計學類,0804
008382,008,英國牛津布魯克斯大學建築及都市設計雙學士學位學程,建築與設計學群,建築學類,0802
008392,008,特殊教育學系,教育學群,特殊教育學類,1408
008402,008,應用外國語文學系,外語學群,英語文學類,1201
008412,008,應用華語文學系,文史哲學群,華語文教育學類,1309
008422,008,半導體產業學士學位學程,工程學群,電子工程學類,0203
008432,008,商業設計學系產品設計組甲類,建築與設計學群,工業設計學類,0805
009012,009,中國文學系,文史哲學群,中國語文學類,1304
009022,009,外國語文學系,外語學群,英語文學類,1201
009032,009,歷史學系,文史哲學群,歷史學類,1305
009042,009,日本語言文化學系,外語學群-日語文學類,1203
009052,009,哲學系,文史哲學群-哲學學類,1304
009062,009,應用物理學系,數理化學群-物理學類,0303
009072,009,化學系化學組,數理化學群-化學學類,0302
009082,009,化學系化學生物組,生命科學學群-生化學類,0503
009092,009,生命科學系(生物醫學組),生命科學學群-生命科學學類,0504
009102,009,生命科學系(生態暨生物多樣性組),生命科學學群-生態學類,0507
009112,009,智慧計算暨應用數學系(A組),數理化學群-數學學類,0301
009122,009,智慧計算暨應用數學系(B組),數理化學群-應用數學學類,0301
009132,009,化學工程與材料工程學系,工程學群-化學工程學類,0210
009142,009,工業工程與經營資訊學系(智慧設計與生產組),工程學群-工業工程與管理學類,0214
009152,009,工業工程與經營資訊學系(智慧經營與管理組),工程學群-工業工程與管理學類,0214
009162,009,環境科學與工程學系,地球與環境學群-環境工程學類,0702
009172,009,資訊工程學系,資訊學群-資訊工程學類,0101
009182,009,資訊工程學系(APCS組),資訊學群-資訊工程學類,0101
009192,009,電機工程學系,工程學群-電機工程學類,0201
009202,009,企業管理學系,管理學群-企業管理學類,1608
009212,009,國際經營與貿易學系,財經學群-國際企業學類,1704
009222,009,會計學系,財經學群-會計學類,1702
009232,009,財務金融學系,財經學群-財務金融學類,1703
009242,009,統計學系(巨量資料管理組),數理化學群-統計學類,0307
009252,009,統計學系(決策管理組),數理化學群-統計學類,0307
009262,009,資訊管理學系,資訊學群-資訊管理學類,0107
009272,009,經濟學系,財經學群-經濟學類,1707
009282,009,政治學系,法政學群-政治學類,1504
009292,009,行政管理暨政策學系,法政學群-行政管理學類,1505
009302,009,社會學系,社會與心理學群-社會學學類,1002
009312,009,社會工作學系,社會與心理學群-社會工作學類,1003
009322,009,畜產與生物科技學系,生物資源學群-動物科學學類,0605
009332,009,食品科學系,生物資源學群-食品生技學類,0609
009342,009,餐旅管理學系,遊憩與運動學群-餐旅管理學類,1806
009352,009,高齡健康與運動科學學士學位學程,醫藥衛生學群-健康照護學類,0412
009362,009,建築學系,建築與設計學群-建築學類,0802
009372,009,工業設計學系(A組),建築與設計學群-工業設計學類,0805
009382,009,工業設計學系(B組),建築與設計學群-工業設計學類,0805
009392,009,景觀學系,建築與設計學群-景觀與空間設計學類,0804
009402,009,法律學系,法政學群-法律學類,1501
009412,009,國際學院國際經營管理學位學程,管理學群-國際企業管理學類,1607
009422,009,永續科學與管理學士學位學程,地球與環境學群-綠環境與防災學類,0706
009432,009,音樂學系(演奏唱組),藝術學群-音樂學類,0902
009442,009,音樂學系(音樂治療組),藝術學群-音樂學類,0902
009452,009,美術學系,藝術學群-美術學類,0901
011012,011,中國文學系甲組(一般組),文史哲學群-中國語文學類,1301
011022,011,中國文學系乙組(華語文教學組),文史哲學群-華語文教育學類,1309
011032,011,外國語文學系,外語學群-外語文學類,1201
011042,011,人文社會學院學士班,文史哲學學群-不分系,1999
011052,011,教育與學習科技學系,教育學群-教育學類,1407
011062,011,教育與學習科技學系(公費生),教育學群-教育學類,1407
011072,011,幼兒教育學系,教育學群-幼兒教育學類,1406
011082,011,教育心理與諮商學系,教育學群-輔導與諮商學類,1404
011092,011,教育心理與諮商學系(公費生),教育學群-輔導與諮商學類,1404
011102,011,特殊教育學系,教育學群-特殊教育學類,1408
011112,011,英語教學系,外語學群-英語文學類,1202
011122,011,竹師教育學院學士班,教育學群-教育學類,1407
011132,011,環境與文化資源學系,地球與環境學群-地理學類,0704
011142,011,經濟學系,財經學群-經濟學類,1707
011152,011,科技管理學院學士班,管理學群-管理學類綜合,1600
011162,011,計量財務金融學系,財經學群-財務金融學類,1703
011172,011,數學系甲組(數學組),數理化學群-數學學類,0301
011182,011,數學系乙組(應用數學組),數理化學群-應用數學學類,0301
011192,011,物理學系物理組(甲組一般組),數理化學群-物理學類,0303
011202,011,物理學系物理組(乙組天文物理組),數理化學群-物理學類,0303
011212,011,物理學系光電物理組,工程學群-光電學類,0202
011222,011,化學系,數理化學群-化學學類,0302
011232,011,理學院學士班,不分系學群-不分系學類,1901
011242,011,生醫工程與環境科學系,醫藥衛生學群-生醫/醫學工程學類,0411
011252,011,工程與系統科學系甲組(低碳綠能組),工程學群-工程科學學類,0205
011262,011,工程與系統科學系乙組(智慧奈米系統組),工程學群-工程科學學類,0205
011272,011,原子科學院學士班,不分系學群-不分系學類,1901
011282,011,化學工程學系,工程學群-化學工程學類,0210
011292,011,動力機械工程學系,工程學群-機械工程學類,0206
011302,011,材料科學工程學系,工程學群-材料工程學類,0211
011312,011,工業工程與工程管理學系,工程學群-工業工程與管理學類,0214
011322,011,工學院學士班,不分系學群-不分系學類,1901
011332,011,電機工程學系甲組,工程學群-電機工程學類,0201
011342,011,電機工程學系乙組,工程學群-電機工程學類,0201
011352,011,資訊工程學系甲組(電子資訊組),資訊學群-資訊工程學類,0101
011362,011,資訊工程學系乙組(資訊工程組),資訊學群-資訊工程學類,0101
011372,011,資訊工程學系丙組(人工智慧組),資訊學群-資訊工程學類,0101
011382,011,資訊工程學系(APCS組),資訊學群-資訊工程學類,0101
011392,011,資訊工程學系(資安組),資訊學群-資訊工程學類,0101
011402,011,電機資訊學院學士班,資訊學群-資訊工程學類,0101
011412,011,生命科學系,生命科學學群-生命科學學類,0504
011422,011,醫學科學系,生命科學學群-生命科學學類,0504
011432,011,生命科學暨醫學院學士班,不分系學群-不分系學類,1901
011442,011,清華學院學士班甲組(不分系招生–創新設計),不分系學群-不分系學類,1901
011452,011,清華學院學士班乙組(青年儲蓄帳戶組),不分系學群-不分系學類,1901
011462,011,旭日招生甲組(人文、教育),不分系學群-不分系學類,1901
011472,011,旭日招生乙組(科管),不分系學群-不分系學類,1901
011482,011,旭日招生丙組(理工、原科、生科),不分系學群-不分系學類,1901
011492,011,旭日招生丁組(電資院),不分系學群-不分系學類,1901
011502,011,運動科學系,遊憩與運動學群-運動保健學類,1801
011512,011,運動科學系(公費生),遊憩與運動學群-運動保健學類,1801
011522,011,藝術學院學士班(科技藝術組),藝術學群-藝術與設計學類,0904
011532,011,藝術學院學士班(音樂組),藝術學群-音樂學類,0902
011542,011,藝術學院學士班(創意媒體實踐組),藝術學群-藝術與設計學類,0904
011552,011,音樂學系,藝術學群-音樂學類,0902
011562,011,藝術與設計學系創作組,藝術學群-藝術與設計學類,0904
011572,011,藝術與設計學系設計組,藝術學群-藝術與設計學類,0904
012012,012,牙醫學系,醫藥衛生學群-牙醫學類,0403
012022,012,醫學系,醫藥衛生學群-醫學學類,0401
012032,012,中醫學系甲組,醫藥衛生學群-中醫學類,0402
012042,012,中醫學系乙組,醫藥衛生學群-中醫學類,0402
012052,012,藥學系,醫藥衛生學群-藥學學類,0409
012062,012,護理學系,醫藥衛生學群-護理學類,0406
012072,012,醫學檢驗生物技術學系,醫藥衛生學群-醫技/生物技術學類,0407
012082,012,營養學系,醫藥衛生學群-食品營養保健學類,0410
012092,012,物理治療學系,醫藥衛生學群-物理治療學類,0404
012102,012,生物科技學系,生命科學學群-生物科技學類,0503
012112,012,運動醫學系,遊憩與運動學群-運動保健學類,1801
012122,012,中國藥學暨中藥資源學系,醫藥衛生學群-中醫學類,0402
012132,012,藥用化妝品學系,醫藥衛生學群-化妝品學類,0413
012142,012,生物醫學影像暨放射科學學系,醫藥衛生學群-醫學影像學類,0408
012152,012,公共衛生學院大一不分系,不分系學群-不分系學類,1901
012162,012,生物醫學工程學系,醫藥衛生學群-生醫/醫學工程學類,0411
012172,012,醫療資訊學系,資訊學群-資訊工程學類(醫資方向),0101
013012,013,電機工程學系甲組(電資國際組),工程學群-電機工程學類,0201
013022,013,電機工程學系乙組(電機工程組),工程學群-電機工程學類,0201
013032,013,電機工程學系丙組(醫學電資組),工程學群-電機工程學類,0201
013042,013,光電工程學系甲組(智慧系統組),工程學群-光電學類,0202
013052,013,光電工程學系乙組(半導體光電組),工程學群-光電學類,0202
013062,013,資訊工程學系(甲組),資訊學群-資訊工程學類,0101
013072,013,資訊工程學系(乙組),資訊學群-資訊工程學類,0101
013082,013,資訊工程學系(APCS組),資訊學群-資訊工程學類,0101
013092,013,資訊工程學系(資安組),資訊學群-資訊工程學類,0101
013102,013,半導體工程學系固態電子組,工程學群-電子工程學類,0203
013112,013,半導體工程學系奈米科學組,工程學群-電子工程學類,0203
013122,013,材料科學與工程學系,工程學群-材料工程學類,0211
013132,013,機械工程學系,工程學群-機械工程學類,0206
013142,013,土木工程學系甲組(科技暨基礎建設永續發展組),工程學群-土木工程學類,0207
013152,013,土木工程學系乙組(科技暨基礎建設永續發展國際組),工程學群-土木工程學類,0207
013162,013,理學院科學學士學位學程(乙組),不分系學群-不分系學類,1901
013172,013,理學院科學學士學位學程(丙組),不分系學群-不分系學類,1901
013182,013,電子物理學系光電與奈米科學組,工程學群-光電學類,0202
013192,013,電子物理學系電子物理組,數理化學群-物理學類,0303
013202,013,應用化學系,數理化學群-化學學類,0302
013212,013,應用數學系,數理化學群-應用數學學類,0301
013222,013,生物科技學系(甲組),生命科學學群-生物科技學類,0503
013232,013,生物科技學系(乙組),生命科學學群-生物科技學類,0503
013242,013,資訊管理與財務金融學系資訊管理組,管理學群-資訊管理學類,1602
013252,013,資訊管理與財務金融學系財務金融組,財經學群-財務金融學類,1703
013262,013,管理科學系,管理學群-管理科學學類,1605
013272,013,運輸與物流管理學系,管理學群-運輸物流管理學類,1607
013282,013,工業工程與管理學系,工程學群-工業工程與管理學類,0214
013292,013,外國語文學系甲組(跨域人文組),外語學群-外語文學類,1201
013302,013,外國語文學系乙組(語言科學組),外語學群-外語文學類,1201
013312,013,傳播與科技學系,大眾傳播學群-大眾傳播學類,1102
013322,013,人文社會學系,文史哲學學群-通識人文社會學類,1300
013332,013,屯蒙-電機資訊組,資訊學群-資訊工程學類,0101
013342,013,屯蒙-工程組,工程學群-綜合工程學類,0200
013352,013,屯蒙-理學生物科技組,生命科學學群-生命科學學類,0504
013362,013,屯蒙-管理組,管理學群-綜合管理類,1600
013372,013,屯蒙-人文社會組,文史哲學/社會心理綜合類,1300
013382,013,屯蒙-醫學組,醫藥衛生學群-醫學學類,0401
013392,013,屯蒙-牙醫組,醫藥衛生學群-牙醫學類,0403
013402,013,屯蒙-醫事證照組,醫藥衛生學群-醫技/證照類,0407
013412,013,屯蒙-生醫科學組,生命科學學群-生命科學學類,0504
013422,013,醫學系醫師組,醫藥衛生學群-醫學學類,0401
013432,013,醫學系醫師科學家組,醫藥衛生學群-醫學學類,0401
013442,013,醫學系醫師工程師組,醫藥衛生學群-醫學學類,0401
013452,013,醫學系(公費生),醫藥衛生學群-醫學學類,0401
013462,013,牙醫學系,醫藥衛生學群-牙醫學類,0403
013472,013,醫學生物技術暨檢驗學系(生技及檢驗醫學組),醫藥衛生學群-醫技/生物技術學類,0407
013482,013,醫學生物技術暨檢驗學系(資訊及精準醫學組),醫藥衛生學群-醫技/生物技術學類,0407
013492,013,生物醫學影像暨放射科學系,醫藥衛生學群-醫學影像學類,0408
013502,013,護理學系,醫藥衛生學群-護理學類,0406
013512,013,物理治療暨輔助科技學系,醫藥衛生學群-物理治療學類,0404
013522,013,生命科學系暨基因體科學研究所(生物醫學科學組),生命科學學群-生命科學學類,0504
013532,013,生命科學系暨基因體科學研究所(生醫光電與資訊組),生命科學學群-生命科學學類,0504
013542,013,生物醫學工程學系,醫藥衛生學群-生醫/醫學工程學類,0411
013552,013,藥學系,醫藥衛生學群-藥學學類,0409
013562,013,學士班大一大二不分系,不分系學群-不分系學類,1901
013572,013,中醫學系,醫藥衛生學群-中醫學類,0402
014012,014,中國文學學系,文史哲學群-中國語文學類,1304
014022,014,歷史學系,文史哲學群-歷史學類,1305
014032,014,資訊與圖書館學系,資訊學群-圖書資訊學類,0105
014042,014,大眾傳播學系,大眾傳播學群-大眾傳播學類,1102
014052,014,資訊傳播學系,大眾傳播學群-資訊傳播學類,1101
014062,014,教育科技學系,教育學群-教育學類,1407
014072,014,教育與未來設計學系,教育學群-教育學類,1407
014082,014,英文學系,外語學群-英語文學類,1201
014092,014,英文學系全英語學士班,外語學群-英語文學類,1201
014102,014,歐洲語文學系法文組,外語學群-歐語文學類,1202
014112,014,歐洲語文學系德文組,外語學群-歐語文學類,1202
014122,014,歐洲語文學系西文組,外語學群-歐語文學類,1202
014132,014,歐洲語文學系俄文組,外語學群-歐語文學類,1202
014142,014,日本語文學系,外語學群-日語文學類,1203
014152,014,財務金融學系,財經學群-財務金融學類,1703
014162,014,財務金融學系全球財務管理全英語學士班,財經學群-財務金融學類,1703
014172,014,國際企業學系經貿管理組,財經學群-國際企業學類,1704
014182,014,國際企業學系國際商學全英語組,財經學群-國際企業學類,1704
014192,014,風險管理與保險學系,財經學群-保險學類,1706
014202,014,經濟學系,財經學群-經濟學類,1707
014212,014,會計學系,財經學群-會計學類,1702
014222,014,企業管理學系,管理學群-企業管理學類,1603
014232,014,企業管理學系全英語學士班,管理學群-企業管理學類,1603
014242,014,統計與資料科學學系,財經學群-統計學類,1701
014252,014,資訊管理學系,管理學群-資訊管理學類,1602
014262,014,運輸管理學系,管理學群-運輸物流管理學類,1607
014272,014,公共行政暨法律學系,法政學群-行政管理學類,1505
014282,014,管理科學學系,管理學群-管理科學學類,1605
014292,014,外交與國際關係學系全英語學士班,法政學群-政治學類,1504
014302,014,國際觀光管理學系全英語學士班,遊憩與運動學群-觀光事業學類,1804
014312,014,全球政治經濟學系全英語學士班,法政學群-政治學類,1504
014322,014,應用數學與數據科學學系,數理化學群-數學學類,0301
014332,014,化學學系,數理化學群-化學學類,0302
014342,014,物理學系(量子材料組),數理化學群-物理學類,0303
014352,014,物理學系(天文與基礎物理組),數理化學群-物理學類,0303
014362,014,建築學系,建築與設計學群-建築學類,0802
014372,014,土木工程學系,工程學群-土木工程學類,0207
014382,014,資訊工程學系A組,資訊學群-資訊工程學類,0101
014392,014,資訊工程學系B組,資訊學群-資訊工程學類,0101
014402,014,資訊工程學系全英語學士班,資訊學群-資訊工程學類,0101
014412,014,機械與機電工程學系,工程學群-機械工程學類,0206
014422,014,電機工程學系(電機資訊組),工程學群-電機工程學類,0201
014432,014,電機工程學系(電機通訊組),工程學群-通訊工程學類,0204
014442,014,電機工程學系(電機與系統組),工程學群-電機工程學類,0201
014452,014,化學工程與材料工程學系,工程學群-化學工程學類,0210
014462,014,航空太空工程學系,工程學群-航空工程學類,0208
014472,014,水資源及環境工程學系,工程學群-環境工程學類,0209
014482,014,人工智慧學系,資訊學群-資訊工程學類,0101
014492,014,資訊工程學系(APCS組),資訊學群-資訊工程學類,0101
014502,014,電機工程學系(APCS組),工程學群-電機工程學類,0201
014512,014,人工智慧學系(APCS組),資訊學群-資訊工程學類,0101
014522,014,資訊管理學系(APCS組),管理學群-資訊管理學類,1602
014532,014,教育與未來設計學系(青年儲蓄帳戶組),教育學群-教育學類,1407
014542,014,會計學系(青年儲蓄帳戶組),財經學群-會計學類,1702
014552,014,管理科學學系(青年儲蓄帳戶組),管理學群-管理科學學類,1605
014562,014,建築學系(青年儲蓄帳戶組),建築與設計學群-建築學類,0802
015012,015,中國文學系,文史哲學群-中國語文學類,1304
015022,015,外國語文學系,外語學群-英語文學類,1201
015032,015,歷史與文物研究學系,文史哲學學群-歷史學類,1305
015042,015,教育學院學士班,教育學群-教育學類,1407
015052,015,特殊教育學系,教育學群-特殊教育學類,1402
015062,015,英語教學系,外語學群-英語教育學類,1205
015072,015,國際企業管理學系,財經學群-國際企業學類,1704
015082,015,會計學系,財經學群-會計學類,1702
015092,015,財務金融學系,財經學群-財務金融學類,1703
015102,015,公共事務與管理學系,法政學群-行政管理學類,1505
015112,015,統計學系,財經學群-統計學類,1701
015122,015,應用經濟與社會發展學系,財經學群-經濟學類,1707
015132,015,企業管理學系,管理學群-企業管理學類,1603
015142,015,行銷學系,管理學群-行銷經營學類,1604
015152,015,國際經營與貿易學系,財經學群-國際企業學類,1704
015162,015,運輸科技與物流管理學系,管理學群-運輸物流管理學類,1607
015172,015,休閒遊憩管理學系,遊憩與運動學群-休閒管理學類,1807
015182,015,餐旅管理學系,遊憩與運動學群-餐旅管理學類,1806
015192,015,風險管理與保險學系,財經學群-保險學類,1706
015202,015,觀光與都市計畫學系,遊憩與運動學群-觀光事業學類,1804
015212,015,經營管理學院學士班,管理學群-企業管理學類,1603
015222,015,會展與活動管理學士學位學程,管理學群-企業管理學類,1603
015232,015,資訊工程學系,資訊學群-資訊工程學類,0101
015242,015,資訊管理學系,管理學群-資訊管理學類,1602
015252,015,電子工程學系,工程學群-電子工程學類,0203
015262,015,電機工程學系,工程學群-電機工程學類,0201
015272,015,自動控制工程學系,工程學群-機械工程學類,0206
015282,015,材料與製造工程學系,工程學群-材料工程學類,0211
015292,015,工業工程與系統管理學系,工程學群-工業工程與管理學類,0216
015302,015,航空太空工程學系,工程學群-航空工程學類,0208
015312,015,化學工程系,工程學群-化學工程學類,0210
015322,015,土木工程學系,工程學群-土木工程學類,0207
015332,015,都市計畫系,建築與設計學群-都市計畫學類,0803
015342,015,建築學系,建築與設計學群-建築學類,0802
015352,015,建築專業學院學士班,建築與設計學群-建築學類,0802
015362,015,應用數學系,數理化學群-數學學類,0301
015372,015,光電科學與工程學系,工程學群-光電學類,0202
015382,015,物理學系,數理化學群-物理學類,0303
015392,015,化學系,數理化學群-化學學類,0302
015402,015,職能治療學系,醫藥衛生學群-職能治療學類,0405
015412,015,醫學工程與智慧系統學系,醫藥衛生學群-生醫/醫學工程學類,0412
015422,015,生物醫學工程學系,醫藥衛生學群-生醫/醫學工程學類,0412
015432,015,運動科學系,遊憩與運動學群-運動保健學類,1801
015442,015,醫學影像暨放射科學系,醫藥衛生學群-醫學影像暨放射科學學類,0408
015452,015,醫學檢驗生物技術學系,醫藥衛生學群-醫學檢驗暨生物技術學類,0407
015462,015,食品營養與保健學系,醫藥衛生學群-食品營養保健學類,0410
015472,015,生物科技學系,生命科學學群-生物科技學類,0505
015482,015,環境科學與工程學系,地球與環境學群-環境工程學類,0702
015492,015,水資源與環境工程學士學位學程,工程學群-環境工程學類,0209
015502,015,自然科學學士學位學程,數理化學群-自然科學學類,0304
015512,015,跨領域設計學士學位學士班,建築與設計學群-藝術與設計學類,0809
015522,015,全球企業管理學士學位學程(英語專班),財經學群-國際企業學類,1704
015532,015,大數據分析研究中心學士程,資訊學群-資訊工程學類,0101
016012,016,中國文學系,文史哲學學群-中國語文學類,1304
016022,016,英美語文學系,外語學群-英語文學類,1201
016032,016,法國語文學系,外語學群-歐洲語文與文化學類,1202
016042,016,文學院學士班,文史哲學學群-不分組文學類,1399
016052,016,數學系數學科學組,數理化學群-數學學類,0301
016062,016,數學系計算與資料科學組,資訊學群-資訊工程學類,0101
016072,016,物理學系,數理化學群-物理學類,0303
016082,016,化學學系,數理化學群-化學學類,0302
016092,016,光電科學與工程學系,工程學群-光電工程學類,0202
016102,016,理學院學士班,數理化學群-不分組理科學類,0399
016112,016,土木工程學系,工程學群-土木工程學類,0207
016122,016,機械工程學系先進材料與精密製造組,工程學群-機械工程學類,0206
016132,016,機械工程學系光機電工程組,工程學群-機械工程學類,0206
016142,016,機械工程學系智慧系統與永續能源組,工程學群-機械工程學類,0206
016152,016,機械工程學系前瞻半導體國際組,工程學群-機械工程學類,0206
016162,016,化學工程與材料工程學系,工程學群-化學工程學類,0210
016172,016,工學院學士班,工程學群-不分組工程類,0299
016182,016,企業管理學系,管理學群-企業管理學類,1603
016192,016,資訊管理學系,管理學群-資訊管理學類,1602
016202,016,資訊管理學系(APCS組),管理學群-資訊管理學類,1602
016212,016,經濟學系,財經學群-經濟學類,1707
016222,016,財務金融學系,財經學群-財務金融學類,1703
016232,016,電機工程學系,工程學群-電機工程學類,0201
016242,016,資訊工程學系,資訊學群-資訊工程學類,0101
016252,016,資訊工程學系(APCS組),資訊學群-資訊工程學類,0101
016262,016,資訊工程學系(資安組),資訊學群-資安與網路工程學類,0103
016272,016,通訊工程學系,工程學群-通訊工程學類,0204
016282,016,資訊電機學院學士班,資訊學群-資訊工程學類,0101
016292,016,大氣科學學系,地球與環境學群-大氣科學學類,0701
016302,016,太空科學與工程學系,地球與環境學群-太空科學學類,0705
016312,016,地球科學學系,地球與環境學群-地質與地球科學類,0703
016322,016,地球科學學院學士班,地球與環境學群-不分組地科類,0799
016332,016,客家語文暨社會科學學系客家語文及傳播組,社會與心理學群-社會科學學類,1005
016342,016,客家語文暨社會科學學系客家社會及政策組,社會與心理學群-社會學類,1003
016352,016,法律與政府學系,法政學群-法學類,1502
016362,016,生命科學系,生命科學學群-生命科學學類,0501
016372,016,生醫科學與工程學系,醫藥衛生學群-生醫/醫學工程學類,0412
016382,016,向日葵聯合招生甲組(電資),資訊學群-資訊工程學類,0101
016392,016,向日葵聯合招生乙組(商管),管理學群-企業管理學類,1603
016402,016,向日葵聯合招生丙組(理學),數理化學群-自然科學學類,0304
016412,016,向日葵聯合招生丁組(工程),工程學群-不分組工程類,0299
016422,016,向日葵聯合招生戊組(人社),社會與心理學群-社會科學學類,1005
017012,017,哲學與歷史學系(哲學組),文史哲學學群-哲學學類,1303
017022,017,哲學與歷史學系(史學組),文史哲學學群-歷史學類,1305
017032,017,中國文學系,文史哲學學群-中國語文學類,1304
017042,017,日本語文學系,外語學群-日本語文學類,1204
017052,017,韓國語文學系,外語學群-亞洲語文學類,1207
017062,017,歐美語文學系,外語學群-歐洲語文與文化學類,1202
017072,017,全球商務學士學位學程,管理學群-企業管理學類,1603
017082,017,應用數學系,數理化學群-應用數學學類,0305
017092,017,光電物理學系,數理化學學群-光電物理學類,0306
017102,017,化學系,數理化學學群-化學學類,0302
017112,017,地理學系,地球與環境學群-地理學類,0704
017122,017,大氣與地質科學系,地球與環境學群-地質與地球科學類,0703
017132,017,生命科學系,生命科學學群-生命科學學類,0501
017142,017,化學工程與材料工程學系,工程學群-化學工程學類,0210
017152,017,電機工程學系,工程學群-電機工程學類,0201
017162,017,機械工程學系,工程學群-機械工程學類,0206
017172,017,紡織科技創新與應用工程學系,工程學群-纖維與複合材料工程學類,0214
017182,017,資訊工程學系,資訊學群-資訊工程學類,0101
017192,017,法律學系,法政學群-法學類,1502
017202,017,政治與經濟學系,法政學群-政治學類,1503
017212,017,勞動暨人力資源學系,社會與心理學群-社會學類,1003
017222,017,社會福利學系,社會與心理學群-社會工作學類,1002
017232,017,行政管理學系,法政學群-行政管理學類,1505
017242,017,動物科學保健暨園藝科技學系(園藝科技組),生物資源學群-園藝學類,0605
017252,017,動物科學保健暨園藝科技學系(動物科學組),生物資源學群-畜牧獸醫學類,0603
017262,017,森林暨自然保育學系,生物資源學群-森林與自然資源學類,0604
017272,017,土地資源學系,生物資源學群-農業資源與環境學類,0606
017282,017,家庭科學系,社會與心理學群-家庭與兒童學類,1004
017292,017,都市計畫與開發管理學系(智慧城市與都市更新組),建築與設計學群-都市計畫學類,0803
017302,017,都市計畫與開發管理學系(不動產投資與估價組),建築與設計學群-都市計畫學類,0803
017312,017,建築及都市設計學系,建築與設計學群-建築學類,0802
017322,017,景觀學系,建築與設計學群-景觀設計學類,0804
017332,017,國際貿易學系,財經學群-國際企業學類,1704
017342,017,國際企業管理學系,財經學群-國際企業學類,1704
017352,017,會計學系,財經學群-會計學類,1702
017362,017,觀光事業學系,遊憩與運動學群-觀光事業學類,1804
017372,017,資訊管理學系(智慧商務科技組),管理學群-資訊管理學類,1602
