dept_id,univ_id,department,category
014212,014,會計學系,會計
014222,014,企業管理學系,管理;企管
014232,014,企業管理學系全英語學士班,學士班;全英;英文;管理;企管
014242,014,統計與資料科學學系,統計;資料科學
014252,014,資訊管理學系,管理;資管
014262,014,運輸管理學系,管理;運管
014272,014,公共行政學系,公共行政
014282,014,管理科學學系,管理
014292,014,外交與國際關係學系全英語學士班,學士班;全英;英文;國際關係
014302,014,國際觀光管理學系全英語學士班,學士班;全英;英文;管理;觀光
014312,014,全球政治經濟學系全英語學士班,學士班;全英;英文;經濟
014322,014,應用數學與數據科學學系,數學;資料科學
014332,014,化學學系,化學
014342,014,物理學系(量子材料組),物理;材料
014352,014,物理學系(天文與基礎物理組),物理
014362,014,建築學系,建築
014372,014,土木工程學系,土木
014382,014,資訊工程學系,資訊工程
014392,014,資訊工程學系全英語學士班,學士班;全英;英文;資訊工程
014402,014,機械與機電工程學系,機電工程;機械
014412,014,電機工程學系電機資訊組,電機資訊;電機
014422,014,電機工程學系電機通訊組,通訊;電機
014432,014,電機工程學系電機與系統組,電機
014442,014,化學工程與材料工程學系,化學;化學工程;材料
014452,014,航空太空工程學系,航太工程
014462,014,水資源及環境工程學系,環境工程
014472,014,人工智慧學系,人工智慧
014482,014,資訊工程學系(APCS組),資訊工程
014492,014,電機工程學系電機資訊組(APCS組),電機資訊;電機
014502,014,人工智慧學系(APCS組),人工智慧
014512,014,資訊管理學系(APCS組),管理;資管
014522,014,建築學系(青年儲蓄帳戶組),青年儲蓄;建築
015012,015,機械與電腦輔助工程學系,機械
015022,015,纖維與複合材料學系,材料
015032,015,工業工程與系統管理學系A組,管理;工業工程
015042,015,工業工程與系統管理學系B組,管理;工業工程
015052,015,化學工程學系,化學;化學工程
015062,015,航太與系統工程學系,航太工程;系統工程;航太
015072,015,精密系統設計學士學位學程,學士班;設計
015082,015,應用數學系A組,數學
015092,015,應用數學系B組,數學
015102,015,材料科學與工程學系,材料
015112,015,環境工程與科學學系,環境工程
015122,015,光電科學與工程學系,光電
015132,015,會計學系,會計
015142,015,國際經營與貿易學系,管理;貿易
015152,015,國際企業管理全英語學士學位學程,學士班;全英;英文;管理;企管;國際企業
015162,015,財稅學系,財稅
015172,015,合作經濟暨社會事業經營學系,管理
015182,015,統計學系商業大數據組,統計;大數據
015192,015,統計學系大數據分析與市場決策組,行銷;統計;大數據
015202,015,經濟學系,經濟
015212,015,企業管理學系,管理;企管
015222,015,行銷學系,行銷
015232,015,中國文學系,中文;文學
015242,015,外國語文學系,外國語文;文學
015252,015,資訊工程學系,資訊工程
015262,015,資訊工程學系(APCS組),資訊工程
015272,015,資訊工程學系(資安組),資訊工程;資訊安全
015282,015,電子工程學系,電子
015292,015,電機工程學系,電機
015302,015,自動控制工程學系,控制工程
015312,015,資訊電機學院學士班,學士班;電機
015322,015,通訊工程學系,通訊
015332,015,土木工程學系,土木
015342,015,水利工程與資源保育學系,水利工程;自然資源
015352,015,都市計畫與空間資訊學系,都市計畫
015362,015,運輸與物流學系,物流
015372,015,土地管理學系,土地;管理
015382,015,財務金融學系,財務金融;金融
015392,015,風險管理與保險學系,管理;風險管理;保險
015402,015,財務工程與精算學士學位學程,學士班;財務工程;精算
015412,015,金融學院學士班,學士班;金融
015422,015,室內設計學士學位學程,學士班;設計;室內
015432,015,建築專業學院學士班,學士班;建築
015442,015,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,學士班;商學;創業
015452,015,澳洲昆士蘭大學商學雙學士學位學程,學士班;商學
015462,015,澳洲新南威爾斯大學設計雙學士學位學程,學士班;設計
015472,015,澳洲昆士蘭大學電機工程雙學士學位學程,學士班;電機
015482,015,澳洲蒙納許大學資訊工程雙學士學位學程,學士班;資訊工程
015492,015,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,學士班;商學;大數據
015502,015,美國加州聖荷西州立大學電機工程雙學士學位學程,學士班;電機
015512,015,美國加州舊金山州立大學資訊工程雙學士學位學程,學士班;資訊工程
015522,015,人工智慧技術與應用學士學位學程,學士班;人工智慧
016012,016,中國文學系,中文;文學
016022,016,英美語文學系,文學
016032,016,法國語文學系,法文;文學
016042,016,文學院學士班,學士班;文學
016052,016,數學系數學科學組,數學
016062,016,數學系計算與資料科學組,數學;資料科學
016072,016,物理學系,物理
016082,016,化學學系,化學
016092,016,光電科學與工程學系,光電
016102,016,理學院學士班,學士班
016112,016,土木工程學系,土木
016122,016,機械工程學系先進材料與精密製造組,機械;材料
016132,016,機械工程學系光機電工程組,機電工程;機械
016142,016,機械工程學系設計與分析組,設計;機械
016152,016,化學工程與材料工程學系,化學;化學工程;材料
016162,016,工學院學士班,學士班
016172,016,企業管理學系,管理;企管
016182,016,資訊管理學系,管理;資管
016192,016,資訊管理學系(APCS組),管理;資管
016202,016,經濟學系,經濟
016212,016,財務金融學系,財務金融;金融
016222,016,電機工程學系,電機
016232,016,資訊工程學系,資訊工程
016242,016,資訊工程學系(APCS組),資訊工程
016252,016,資訊工程學系(資安組),資訊工程;資訊安全
016262,016,通訊工程學系,通訊
016272,016,資訊電機學院學士班,學士班;電機
016282,016,大氣科學學系,大氣
016292,016,太空科學與工程學系,材料
016302,016,地球科學學系,地球科學
016312,016,地球科學學院學士班,學士班;地球科學
016322,016,客家語文暨社會科學學系客家語文及傳播組,傳播
016332,016,客家語文暨社會科學學系客家社會及政策組,政策
016342,016,生命科學系,生命科學
016352,016,生醫科學與工程學系,材料
016362,016,向日葵聯合招生甲組(電資),招生
016372,016,向日葵聯合招生乙組(商管),招生
016382,016,向日葵聯合招生丙組(理學),招生
016392,016,向日葵聯合招生丁組(工程),招生
016402,016,向日葵聯合招生戊組(人社),招生
017012,017,哲學系,哲學
017022,017,中國文學系,中文;文學
017032,017,史學系,歷史
017042,017,日本語文學系,日文;文學
017052,017,韓國語文學系,韓文;文學
017062,017,歐美語文學系,文學
017072,017,全球商務學士學位學程,學士班
017082,017,應用數學系,數學
017092,017,光電物理學系,物理;光電
017102,017,化學系,化學
017112,017,地理學系,地理
017122,017,大氣與地質科學系,地球科學;大氣
017132,017,生命科學系,生命科學
017142,017,法律學系,法律
017152,017,政治學系,政治
017162,017,經濟學系,經濟
017172,017,勞動暨人力資源學系,勞動;人資
017182,017,社會福利學系,職業安全
017192,017,行政管理學系,管理
017202,017,園藝暨生物技術學系,生命科學;園藝;生物科技
017212,017,動物科學系,動物科學
017222,017,森林暨自然保育學系,森林
017232,017,土地資源學系,土地
017242,017,生活應用科學系,物理;化學;奈米
017252,017,保健營養學系,營養
017262,017,化學工程與材料工程學系,化學;化學工程;材料
017272,017,電機工程學系,電機
017282,017,機械工程學系,機械
017292,017,紡織科技創新與應用工程學系,創業
017302,017,資訊工程學系,資訊工程
017312,017,國際貿易學系,貿易
017322,017,國際企業管理學系,管理;企管;國際企業
017332,017,會計學系,會計
017342,017,觀光事業學系,管理;觀光
017352,017,資訊管理學系(智慧商務科技組),管理;資管
017362,017,資訊管理學系(人工智慧組),管理;資管;人工智慧
017372,017,財務金融學系金融行銷組,行銷;財務金融;金融
017382,017,財務金融學系財務金融組,財務金融;金融
017392,017,財務金融學系數位金融組,財務金融;金融
017402,017,行銷學士學位學程,學士班;行銷
017412,017,新聞學系,新聞
017422,017,廣告學系,廣告
017432,017,資訊傳播學系,傳播
017442,017,大眾傳播學系,傳播
017452,017,都市計劃與開發管理學系,都市計畫;管理
017462,017,建築及都市設計學系,設計;建築
017472,017,景觀學系,景觀
017482,017,教育與學習科技學系,教育科技
017492,017,心理輔導學系,諮商輔導
017502,017,戲劇學系,戲劇
017512,017,中國戲劇學系,戲劇
017522,017,音樂學系(西樂A組),音樂
017532,017,音樂學系(西樂B組),音樂
017542,017,音樂學系(國樂組),音樂
017552,017,美術學系,美術
018012,018,英國語文學系,文學
018022,018,西班牙語文學系,西文;文學
018032,018,日本語文學系,日文;文學
018042,018,中國文學系,中文;文學
018052,018,社會工作與兒童少年福利學系,兒童家庭;社會工作
018062,018,台灣文學系,文學;台灣
018072,018,法律學系,法律
018082,018,生態人文學系,文學
018092,018,大眾傳播學系,傳播
018102,018,財務工程學系,財務工程
018112,018,應用化學系,化學
018122,018,食品營養學系,食品;營養
018132,018,化粧品科學系,食品
018142,018,資料科學暨大數據分析與應用學系,資料科學;大數據
018152,018,永續環境與智慧科技學士學位學程,環境;學士班
018162,018,行銷與數位經營管理學系,管理;行銷
018172,018,國際企業學系,國際企業
018182,018,會計學系,會計
018192,018,觀光事業學系,管理;觀光
018202,018,財務金融學系,財務金融;金融
018212,018,資訊管理學系(人工智慧應用組),管理;資管;人工智慧
018222,018,資訊管理學系(智慧商務與大數據應用組),管理;資管;大數據
018232,018,資訊管理學系(APCS組),管理;資管
018242,018,資訊管理學系(資安組),管理;資管;資訊安全
018252,018,資訊工程學系,資訊工程
018262,018,資訊工程學系(APCS組),資訊工程
018272,018,資訊工程學系(資安組),資訊工程;資訊安全
018282,018,人工智慧應用學系,人工智慧
018292,018,人工智慧應用學系(APCS組),人工智慧
018302,018,人工智慧應用學系(資安組),人工智慧;資訊安全
018312,018,晶片設計學士學位學程,學士班;設計
018322,018,寰宇管理學士學位學程,學士班;管理
018332,018,寰宇外語教育學士學位學程,學士班;教育
018342,018,智慧媒體與創新科技應用學士學位學程,學士班;創業
019012,019,機械與材料工程學系,機械;材料
019022,019,化學工程與生物科技學系,化學;生命科學;化學工程;生物科技
019032,019,工程學院學士班,學士班
019042,019,電機工程學系,電機
019052,019,資訊工程學系,資訊工程
019062,019,事業與資訊經營學系,管理
019072,019,應用外語學系,外國語文
019082,019,工業設計學系,設計;工業設計
019092,019,數位媒體設計學系互動媒體設計組,多媒體;設計
019102,019,數位媒體設計學系數位遊戲設計組,多媒體;遊戲;設計
019112,019,電機工程學系(青年儲蓄帳戶組),青年儲蓄;電機
020012,020,中國文學系,中文;文學
020022,020,歷史學系,歷史
020032,020,哲學系,哲學
020042,020,人文與社區創新學士學位學程,學士班;創業
020052,020,景觀設計學系,設計;景觀
020062,020,景觀設計學系(青年儲蓄帳戶組),青年儲蓄;設計;景觀
020072,020,影像傳播學系,傳播
020082,020,新聞傳播學系,傳播;新聞
020092,020,廣告傳播學系,傳播;廣告
020102,020,圖書資訊學系,圖資
020112,020,教育領導與科技發展學士學位學程,學士班
020122,020,護理學系,護理
020132,020,公共衛生學系,公共衛生
020142,020,公共衛生學系(青年儲蓄帳戶組),青年儲蓄;公共衛生
020152,020,醫學系,醫學
020162,020,醫學系(公費生),醫學
020172,020,臨床心理學系,心理學
020182,020,職能治療學系,職能治療
020192,020,呼吸治療學系,呼吸治療
020202,020,數學系資訊數學組,數學
020212,020,數學系應用數學組,數學
020222,020,化學系,化學
020232,020,資訊工程學系,資訊工程
020242,020,資訊工程學系(APCS組),資訊工程
020252,020,生命科學系,生命科學
020262,020,生命科學系(青年儲蓄帳戶組),青年儲蓄;生命科學
020272,020,物理學系電子物理組,物理;電子
020282,020,物理學系光電物理組,物理;光電
020292,020,電機工程學系,電機
020302,020,電機工程學系(APCS組),電機
020312,020,醫學資訊與創新應用學士學位學程,醫療資訊;學士班;創業
020322,020,醫學資訊與創新應用學士學位學程(資安組),醫療資訊;學士班;創業;資訊安全
020332,020,人工智慧與資訊安全學士學位學程,學士班;人工智慧;資訊安全
020342,020,人工智慧與資訊安全學士學位學程(資安組),學士班;人工智慧;資訊安全
020352,020,英國語文學系,文學
020362,020,法國語文學系,法文;文學
020372,020,西班牙語文學系,西文;文學
020382,020,日本語文學系,日文;文學
020392,020,義大利語文學系,文學
020402,020,德語語文學系,德文;文學
020412,020,國際溝通與科技創新學士學位學程,學士班;創業
020422,020,織品服裝學系織品設計組,設計;時尚
020432,020,織品服裝學系服飾設計組,設計;時尚
020442,020,織品服裝學系織品服飾行銷組,時尚;行銷
020452,020,餐旅管理學系,管理;餐旅
020462,020,兒童與家庭學系,兒童家庭
020472,020,食品科學系,食品
020482,020,營養科學系,營養
020492,020,法律學系,法律
020502,020,財經法律學系,法律
020512,020,企業管理學系,管理;企管
020522,020,會計學系,會計
020532,020,資訊管理學系,管理;資管
020542,020,資訊管理學系(APCS組),管理;資管
020552,020,統計資訊學系,統計
020562,020,金融與國際企業學系,國際企業;金融
020572,020,社會學系,社會學
020582,020,社會工作學系,社會工作
020592,020,經濟學系,經濟
020602,020,宗教學系,宗教
020612,020,心理學系,心理學
020622,020,天主教研修學士學位學程,學士班
020632,020,音樂學系應用音樂組,音樂
020642,020,音樂學系器樂組,音樂
020652,020,音樂學系爵士音樂組,音樂
020662,020,應用美術學系,美術
020672,020,體育學系體育學組,體育
020682,020,體育學系運動健康管理組,管理;體育;健康管理
021012,021,商船學系,航運
021022,021,航運管理學系,航運;管理;運管
021032,021,運輸科學系A組,交通運輸
021042,021,運輸科學系B組,交通運輸
021052,021,輪機工程學系,電機
021062,021,食品科學系,食品
021072,021,水產養殖學系,水產
021082,021,生命科學暨生物科技學系,生命科學;生物科技
021092,021,系統工程暨造船學系,系統工程
021102,021,河海工程學系,水利工程
021112,021,機械與機電工程學系,機電工程;機械
021122,021,海洋環境資訊系,環境
021132,021,環境生物與漁業科學學系,環境;生命科學;水產
021142,021,電機工程學系,電機
021152,021,電機工程學系(青年儲蓄帳戶組),青年儲蓄;電機
021162,021,資訊工程學系,資訊工程
021172,021,資訊工程學系(APCS組),資訊工程
021182,021,資訊工程學系(資安組),資訊工程;資訊安全
021192,021,通訊與導航工程學系,通訊
021202,021,光電與材料科技學系,光電;材料
021212,021,海洋觀光管理學士學位學程,學士班;管理;觀光
021222,021,海洋觀光管理學士學位學程(青年儲蓄帳戶組),青年儲蓄;學士班;管理;觀光
021232,021,海洋法政學士學位學程,學士班
021242,021,海洋法政學士學位學程(青年儲蓄帳戶組),青年儲蓄;學士班
021252,021,海洋文創設計產業學士學位學程,學士班;設計
021262,021,海洋經營管理學士學位學程,管理;學士班
021272,021,海洋工程科技學士學位學程,學士班;船舶工程
021282,021,海洋生物科技學士學位學程,學士班;生命科學;生物科技
022012,022,國文學系,中文;文學
022022,022,英語學系,英文
022032,022,地理學系,地理
022042,022,數學系數學組,數學
022052,022,數學系應用數學組,數學
022062,022,化學系,化學
022072,022,物理學系,物理
022082,022,生物科技系,生命科學;生物科技
022092,022,教育學系,教育
022102,022,特殊教育學系,教育;特教
022112,022,事業經營學系,管理
022122,022,工業科技教育學系科技教育與訓練組,教育
022132,022,工業科技教育學系能源與冷凍空調組,教育;能源
022142,022,工業設計學系(A組),設計;工業設計
022152,022,工業設計學系(B組),設計;工業設計
022162,022,電機工程學系,電機
022172,022,電子工程學系,電子
022182,022,軟體工程與管理學系,管理;軟體
022192,022,軟體工程與管理學系(APCS組),管理;軟體
022202,022,軟體工程與管理學系(資安組),管理;資訊安全;軟體
022212,022,音樂學系,音樂
022222,022,美術學系,美術
022232,022,視覺設計學系,設計;視覺設計
022242,022,體育學系,體育
023012,023,輔導與諮商學系學校輔導與諮商組,諮商輔導;商學
023022,023,輔導與諮商學系社區輔導與諮商組,諮商輔導;商學
023032,023,特殊教育學系,教育;特教
023042,023,數學系,數學
023052,023,物理學系物理組,物理
023062,023,物理學系光電組,物理;光電
023072,023,生物學系,生命科學
023082,023,化學系,化學
023092,023,英語學系,英文
023102,023,國文學系,中文;文學
023112,023,地理學系,地理
023122,023,機電工程學系,機電工程
023132,023,電機工程學系,電機
023142,023,電子工程學系,電子
023152,023,資訊工程學系,資訊工程
023162,023,資訊工程學系(APCS組),資訊工程
023172,023,資訊工程學系(公費生),資訊工程
023182,023,企業管理學系,管理;企管
023192,023,會計學系,會計
023202,023,資訊管理學系資訊管理組,管理;資管
023212,023,資訊管理學系數位內容科技與管理組,多媒體;管理;資管
023222,023,公共事務與公民教育學系公民教育組,公共事務;教育
023232,023,公共事務與公民教育學系公共事務組,公共事務;教育
023242,023,揚鷹招生A組(教社),招生
023252,023,揚鷹招生B組(文),招生
023262,023,揚鷹招生C組(管理),招生;管理
023272,023,揚鷹招生D組(理),招生
023282,023,揚鷹招生E組(工),招生
023292,023,美術學系,美術
023302,023,美術學系(公費生),美術
023312,023,運動學系(競技運動與表演藝術組),表演藝術;運動科學;競技
023322,023,運動學系(運動健康組),運動科學
026012,026,醫學系,醫學
026022,026,牙醫學系,醫學;牙醫
026032,026,物理治療學系,物理;物理治療
026042,026,職能治療學系,職能治療
026052,026,語言治療與聽力學系語言治療組,語言治療;聽力
026062,026,語言治療與聽力學系聽力組,語言治療;聽力
026072,026,生物醫學科學學系,醫學
026082,026,視光學系,視光
026092,026,醫學影像暨放射科學系,醫學;醫學影像
026102,026,心理學系,心理學
026112,026,營養學系(A組),營養
026122,026,營養學系(B組),營養
026132,026,職業安全衛生學系,職業安全
026142,026,醫學應用化學系(A組),化學;醫學
026152,026,醫學應用化學系(B組),化學;醫學
026162,026,健康產業科技管理學系,健康產業;管理
026172,026,護理學系,護理
026182,026,醫學檢驗暨生物技術學系,生命科學;生物科技;醫學檢驗
026192,026,應用外國語言學系,語言學
026202,026,公共衛生學系(A組),公共衛生
026212,026,公共衛生學系(B組),公共衛生
026222,026,醫學社會暨社會工作學系,社會工作;醫學
026232,026,醫學資訊學系,醫療資訊
026242,026,醫學資訊學系(APCS組),醫療資訊
026252,026,醫療產業科技管理學系,管理
027012,027,中國文學系,中文;文學
027022,027,外國語文學系,外國語文;文學
027032,027,劇場藝術學系,戲劇
027042,027,生物科學系,生命科學
027052,027,生物科學系英語組,英文;生命科學
027062,027,化學系,化學
027072,027,化學系英語組,英文;化學
027082,027,物理學系,物理
027092,027,物理學系量子科技組(全英),全英;物理
027102,027,應用數學系,數學
027112,027,應用數學系英語組,英文;數學
027122,027,電機工程學系,電機
027132,027,電機工程學系全英語組,全英;英文;電機
027142,027,電機工程學系(APCS組),電機
027152,027,機械與機電工程學系,機電工程;機械
027162,027,機械與機電工程學系全英語組,機電工程;全英;英文;機械
027172,027,資訊工程學系,資訊工程
027182,027,資訊工程學系全英語學士班,學士班;全英;英文;資訊工程
027192,027,光電工程學系,光電
027202,027,光電工程學系全英語組,全英;英文;光電
027212,027,材料與光電科學學系,光電;材料
027222,027,材料與光電科學學系全英語組,全英;英文;光電;材料
027232,027,企業管理學系,管理;企管
027242,027,資訊管理學系,管理;資管
027252,027,財務管理學系,管理
027262,027,國際經營管理全英語學士學位學程,管理;學士班;全英;英文
027272,027,海洋生物科技暨資源學系,生命科學;生物科技
027282,027,海洋環境及工程學系,環境;海洋工程
027292,027,海洋科學系,海洋
027302,027,政治經濟學系,經濟
027312,027,社會學系,社會學
027322,027,人文暨科技跨領域學士學位學程,學士班;跨域
027332,027,生物醫學科技學系全英語學士班生物醫學組,學士班;全英;英文;醫學
027342,027,生物醫學科技學系全英語學士班生醫工程組,學士班;全英;英文;生醫工程;醫學
027352,027,護理學系,護理
027362,027,西灣南星A組(文),招生
027372,027,西灣南星B組(管),招生
027382,027,西灣南星C組(理),招生
027392,027,西灣南星D組(工),招生
027402,027,西灣南星E組(海),招生
027412,027,西灣南星F組(社),招生
027422,027,西灣南星G組(西灣),招生
027432,027,西灣南星H組(醫),招生
027442,027,音樂學系,音樂
027452,027,音樂學系創作與應用組,音樂
028012,028,音樂與影像跨域學士學位學程,學士班;跨域;音樂
028022,028,劇場設計學系,設計
028032,028,新媒體藝術學系,新媒體
030012,030,醫學系,醫學
030022,030,醫學系(公費生),醫學
030032,030,中醫學系,醫學;中醫
030042,030,護理學系,護理
030052,030,醫學生物技術暨檢驗學系,生命科學;生物科技;醫學
030062,030,醫學影像暨放射科學系,醫學;醫學影像
030072,030,物理治療學系,物理;物理治療
030082,030,職能治療學系,職能治療
030092,030,生物醫學系,醫學
030102,030,呼吸治療學系,呼吸治療
030112,030,電機工程學系,電機
030122,030,機械工程學系,機械
030132,030,化工與材料工程學系(化學工程組),化學;化學工程;材料
030142,030,化工與材料工程學系(材料工程組),化學工程;材料
030152,030,電子工程學系,電子
030162,030,資訊工程學系,資訊工程
030172,030,生物醫學工程學系,生醫工程
030182,030,生物醫學工程學系(國際雙聯學位組),生醫工程
030192,030,人工智慧學系,人工智慧
030202,030,醫務管理學系,管理;健康管理
030212,030,工商管理學系,管理;工商管理
030222,030,工業設計學系,設計;工業設計
030232,030,工業設計學系(青年儲蓄帳戶組),青年儲蓄;設計;工業設計
030242,030,資訊管理學系,管理;資管
030252,030,資訊管理學系(資安組),管理;資管;資訊安全
030262,030,數位金融科技學系(甲組),金融
030272,030,數位金融科技學系(乙組),金融
031012,031,全校不分系學士學位學程,不分系;學士班
031022,031,教育學系,教育
031032,031,特殊教育學系,教育;特教
031042,031,幼兒教育學系,教育;幼教
031052,031,柳川招生組,招生
031062,031,體育學系非運動專長組,體育
031072,031,語文教育學系,教育
031082,031,區域與社會發展學系,社會發展
031092,031,諮商與應用心理學系,心理學;諮商輔導
031102,031,諮商與應用心理學系(公費生),心理學;諮商輔導
031112,031,臺灣語文學系,文學
031122,031,英語學系,英文
031132,031,數學教育學系,教育;數學
031142,031,科學教育與應用學系,戲劇
031152,031,資訊工程學系,資訊工程
031162,031,資訊工程學系(資安組),資訊工程;資訊安全
031172,031,數位內容科技學系,多媒體
031182,031,國際企業學系,國際企業
031192,031,文化創意產業設計與營運學系,設計;文創
031202,031,音樂學系,音樂
031212,031,美術學系,美術
031222,031,美術學系(公費生),美術
031232,031,體育學系運動專長組,體育
032012,032,教育學系,教育
032022,032,教育學系（芝山組）,教育
032032,032,教育經營與管理學系,管理
032042,032,教育經營與管理學系（芝山組）,管理
032052,032,幼兒與家庭教育學系,教育
032062,032,幼兒與家庭教育學系（芝山組）,教育
032072,032,特殊教育學系,教育;特教
032082,032,特殊教育學系（芝山組）,教育;特教
032092,032,心理與諮商學系,諮商輔導;商學
032102,032,心理與諮商學系（芝山組）,諮商輔導;商學
032112,032,心理與諮商學系（公費生）,諮商輔導;商學
032122,032,社會與區域發展學系,社會發展
032132,032,兒童英語教育學系,兒童家庭;英文;教育
032142,032,兒童英語教育學系（公費生）,兒童家庭;英文;教育
032152,032,語文與創作學系語文師資組,文學
032162,032,語文與創作學系文學創作組,文學
032172,032,文化創意產業經營學系,管理;文創
032182,032,文化創意產業經營學系（青年儲蓄帳戶組）,管理;青年儲蓄;文創
032192,032,數學暨資訊教育學系數學組,教育;數學
032202,032,數學暨資訊教育學系人工智慧與資訊教育組,教育;數學;人工智慧
032212,032,數學暨資訊教育學系人工智慧與資訊教育組 (APCS組),教育;數學;人工智慧
032222,032,數學暨資訊教育學系人工智慧與資訊教育組(公費生),教育;數學;人工智慧
032232,032,自然科學教育學系,教育
032242,032,自然科學教育學系（芝山組）,教育
032252,032,資訊科學系,資訊科學
032262,032,數位科技設計學系,設計
032272,032,數位科技設計學系（APCS組）,設計
032282,032,藝術與造形設計學系設計組,設計
032292,032,藝術與造形設計學系藝術組,設計
032302,032,體育學系,體育
032312,032,體育學系（雙語教學組）,體育
032322,032,體育學系（公費生）,體育
033012,033,教育學系,教育
033022,033,諮商與輔導學系,諮商輔導
033032,033,特殊教育學系,教育;特教
033042,033,特殊教育學系(青年儲蓄帳戶組),青年儲蓄;教育;特教
033052,033,幼兒教育學系,教育;幼教
033062,033,文化與自然資源學系,自然資源
033072,033,國語文學系,文學
033082,033,英語學系,英文
033092,033,應用數學系,數學
033102,033,數位學習科技學系,教育科技
033112,033,數位學習科技學系(資安組),教育科技;資訊安全
033122,033,材料科學系,材料
033132,033,資訊工程學系,資訊工程
033142,033,資訊工程學系(APCS組),資訊工程
033152,033,資訊工程學系(資安組),資訊工程;資訊安全
033162,033,電機工程學系,電機
033172,033,綠色能源科技學系,能源
033182,033,生物科技學系,生命科學;生物科技
033192,033,生態暨環境資源學系,環境
033202,033,戲劇創作與應用學系,戲劇
033212,033,行政管理學系,管理
033222,033,經營與管理學系,管理
033232,033,音樂學系(A組),音樂
033242,033,音樂學系(B組),音樂
033252,033,視覺藝術與設計學系,設計
033262,033,體育學系,體育
034012,034,應用數學系數學科學組,數學
034022,034,應用數學系統計科學組,數學;統計
034032,034,物理學系物理組,物理
034042,034,物理學系奈米與光電科學組,物理;光電;奈米
034052,034,化學系,化學
034062,034,生化暨分子醫學科學系,醫學
034072,034,資訊工程學系資工組,資訊工程
034082,034,資訊工程學系資工組(APCS組),資訊工程
034092,034,資訊工程學系資工組(資安組),資訊工程;資訊安全
034102,034,資訊工程學系國際組,資訊工程
034112,034,資訊工程學系國際組(資安組),資訊工程;資訊安全
